token,simple_l2,mlm_simple_l2,int_grad,mlm_int_grad,perturb_proba0,perturb_proba0_change,mlm_perturb_proba0,mlm_perturb_proba0_change
[CLS],4.838400363922119,0.9446993470191956,-0.1430100832378129,-0.0585393802167081,,,,
come,11.44522762298584,1.945300817489624,0.3008259873796235,0.3937683449734829,0.681757,0.34202573,0.73924005,0.17417526
here,8.463614463806152,1.4286006689071655,0.1181393484087833,-0.0604535882294781,0.19927527,-0.14045598,0.5653805,0.0003157258
you,6.194108963012695,0.9562073945999146,0.3006725114942327,0.6081459974505246,0.39114916,0.051417917,0.648578,0.0835132
cu,11.141581535339355,1.585357666015625,0.0157344264033931,-0.0402070991331015,0.7225427,0.38281146,0.5835141,0.018449306
##dd,16.401935577392578,2.4633705615997314,0.6021917606473074,0.1627025977103173,0.5178532,0.17812195,0.55867535,-0.006389439
##ly,6.853973388671875,1.311297059059143,0.078093632557759,0.1147939685516877,0.46421728,0.12448603,0.6079583,0.04289353
little,8.996356010437012,1.7542929649353027,0.0915869123200553,0.5357134325941182,0.4087694,0.06903815,0.68164366,0.11657888
ras,19.29667091369629,3.6328883171081534,-0.096479092955255,-0.2296156794012598,0.14236405,-0.19736719,0.48789856,-0.07716623
##cal,20.341785430908203,3.129974603652954,-0.1661872513732604,0.0803759364034788,0.26204446,-0.07768679,0.44219124,-0.122873545
[SEP],8.609343528747559,1.3049668073654177,-0.6086010942991175,0.2838741029684356,,,,
unmasked,,,,,0.33973125,0.0,0.5650648,0.0
